,age,birthDate,birthPlace,college,experience,guid,hand,headshot,height,id,jersey,lastName,position,salary,team,uid,weight,GP,GS,MIN,FGM,FGA,FG%,3PTM,3PTA,3P%,FTM,FTA,FT%,OR,DR,REB,AST,BLK,STL,PF,TO,PTS
Johnathan Motley,24,05/04/95,"Houston, TX",Baylor,2,1cba9a3843376d4dcccce57715dc3e46,,https://a.espncdn.com/i/headshots/nba/players/full/3059306.png,80.0,3059306,15,Johnathan Motley,PF,0.0,la-clippers,s:40~l:46~a:3059306,230.0,46.0,4.0,8.1,2.0,3.5,55.2,0.0,0.2,20.0,1.0,1.6,58.7,0.8,1.6,2.4,0.6,0.1,0.2,1.1,0.7,4.9
Kawhi Leonard,28,06/29/91,"Los Angeles, CA",San Diego State,8,87ff907cc68ca82d121537e05d0c62ef,R,https://a.espncdn.com/i/headshots/nba/players/full/6450.png,79.0,6450,2,Kawhi Leonard,SF,32742000.0,la-clippers,s:40~l:46~a:6450,225.0,518.0,491.0,31.0,6.7,13.6,49.1,1.4,3.8,38.1,3.7,4.4,85.4,1.2,5.2,6.4,2.7,0.7,1.8,1.7,1.6,18.6
Landry Shamet,23,03/13/97,"Kansas City, MO",Wichita State,1,69fd7509a4ad0c68925249708020e668,,https://a.espncdn.com/i/headshots/nba/players/full/3914044.png,76.0,3914044,20,Landry Shamet,SG,1995120.0,la-clippers,s:40~l:46~a:3914044,190.0,126.0,54.0,24.6,3.1,7.2,42.5,2.2,5.3,41.0,1.0,1.2,84.6,0.2,1.6,1.8,1.6,0.2,0.4,2.3,0.6,9.3
Lou Williams,33,10/27/86,"Lithonia, GA",,14,12106a262d6e6f06de6f45243a6c2b88,,https://a.espncdn.com/i/headshots/nba/players/full/2799.png,73.0,2799,23,Lou Williams,SG,8000000.0,la-clippers,s:40~l:46~a:2799,175.0,996.0,118.0,24.9,4.7,11.1,42.0,1.4,3.9,35.0,3.8,4.6,84.0,0.4,1.9,2.3,3.5,0.2,0.9,1.3,1.7,14.5
Mfiondu Kabengele,22,08/14/97,"Burlington, ON",Florida State,0,caad856f1a201238add098e9c5a44724,,https://a.espncdn.com/i/headshots/nba/players/full/4065660.png,81.0,4065660,25,Mfiondu Kabengele,PF,1977000.0,la-clippers,s:40~l:46~a:4065660,250.0,12.0,0.0,5.3,1.2,2.7,43.8,0.8,1.7,45.0,0.4,0.4,100.0,0.1,0.8,0.9,0.2,0.2,0.2,0.8,0.2,3.5
Montrezl Harrell,26,01/26/94,"Tarboro, NC",Louisville,4,37502d0d04f2eb8fa0b4266731adf5df,,https://a.espncdn.com/i/headshots/nba/players/full/2991055.png,79.0,2991055,5,Montrezl Harrell,PF,6000000.0,la-clippers,s:40~l:46~a:2991055,240.0,318.0,25.0,20.9,5.2,8.4,61.4,0.0,0.2,10.0,2.3,3.6,63.8,1.7,3.2,4.9,1.3,0.9,0.6,2.3,1.2,12.7
Patrick Beverley,31,07/12/88,"Chicago, IL",Arkansas,7,1ab8ad1b6dbffffcf2a7270e7e0a3df4,,https://a.espncdn.com/i/headshots/nba/players/full/3964.png,73.0,3964,21,Patrick Beverley,PG,12345680.0,la-clippers,s:40~l:46~a:3964,180.0,428.0,348.0,28.2,3.2,7.6,41.4,1.6,4.2,38.0,1.0,1.3,76.2,1.2,3.2,4.4,3.5,0.4,1.2,3.1,1.3,8.9
Patrick Patterson,31,03/14/89,"Washington, DC",Kentucky,9,997ac975cd98e7886292c9f7b06d6ffc,,https://a.espncdn.com/i/headshots/nba/players/full/4264.png,80.0,4264,54,Patrick Patterson,PF,1620564.0,la-clippers,s:40~l:46~a:4264,235.0,673.0,99.0,21.1,2.6,5.9,44.8,0.9,2.3,36.9,0.6,0.8,75.2,1.2,2.8,4.0,1.0,0.4,0.5,1.6,0.6,6.7
Paul George,29,05/02/90,"Palmdale, CA",Fresno State,9,d7e5e918d53f018e9d15f9005b2390ad,,https://a.espncdn.com/i/headshots/nba/players/full/4251.png,80.0,4251,13,Paul George,SG,30560700.0,la-clippers,s:40~l:46~a:4251,220.0,646.0,598.0,33.5,6.7,15.6,43.3,2.4,6.4,38.0,4.0,4.8,84.6,0.9,5.5,6.4,3.3,0.4,1.7,2.7,2.6,19.9
Reggie Jackson,29,04/16/90,Italy,Boston College,8,f4f210d8024f8e2533dfc7291b278905,L,https://a.espncdn.com/i/headshots/nba/players/full/6443.png,75.0,6443,1,Reggie Jackson,PG,512721.0,la-clippers,s:40~l:46~a:6443,208.0,553.0,343.0,25.2,4.8,11.2,42.8,1.2,3.5,33.6,2.1,2.5,85.7,0.5,2.4,3.0,4.4,0.1,0.7,1.9,1.9,12.9
Rodney McGruder,28,07/29/91,"Landover, MD",Kansas State,3,1b4ce6f3b90e0278facabfa0eaa58f3d,,https://a.espncdn.com/i/headshots/nba/players/full/2488826.png,76.0,2488826,19,Rodney McGruder,SG,4807693.0,la-clippers,s:40~l:46~a:2488826,205.0,212.0,115.0,21.5,2.2,5.4,41.1,0.9,2.6,33.8,0.5,0.8,64.2,0.9,2.2,3.1,1.3,0.2,0.5,1.6,0.7,5.9
Terance Mann,23,10/18/96,"Brooklyn, NY",Florida State,0,14bc202c24586189f96432085299060a,,https://a.espncdn.com/i/headshots/nba/players/full/3907823.png,77.0,3907823,14,Terance Mann,SG,1000000.0,la-clippers,s:40~l:46~a:3907823,215.0,35.0,6.0,7.7,0.6,1.5,40.7,0.1,0.3,25.0,0.3,0.3,75.0,0.1,0.8,0.9,1.1,0.1,0.2,1.0,0.4,1.6
Alex Caruso,26,02/28/94,"College Station, TX",Texas A&M,2,41bcf5f107fdeffe1f0c5b58221253f0,,https://a.espncdn.com/i/headshots/nba/players/full/2991350.png,77.0,2991350,4,Alex Caruso,SG,2750000.0,los-angeles-lakers,s:40~l:46~a:2991350,186.0,120.0,12.0,17.7,2.0,4.6,43.2,0.6,1.7,37.5,1.1,1.4,76.5,0.4,1.6,2.0,2.1,0.3,0.9,1.6,1.1,5.7
Anthony Davis,27,03/11/93,"Chicago, IL",Kentucky,7,dcf631634dbfc59d19203ecc2f8bd5fb,B,https://a.espncdn.com/i/headshots/nba/players/full/6583.png,82.0,6583,3,Anthony Davis,PF,27093018.0,los-angeles-lakers,s:40~l:46~a:6583,253.0,521.0,516.0,34.5,8.9,17.3,51.7,0.5,1.5,31.9,5.7,7.1,80.1,2.6,7.9,10.4,2.2,2.4,1.4,2.4,1.9,24.0
Avery Bradley,29,11/26/90,"Tacoma, WA",Texas,9,e2442d126de660ce5937394b82c1715a,,https://a.espncdn.com/i/headshots/nba/players/full/4240.png,75.0,4240,11,Avery Bradley,PG,4767000.0,los-angeles-lakers,s:40~l:46~a:4240,180.0,571.0,493.0,28.3,4.7,10.8,43.6,1.3,3.6,36.4,1.0,1.3,78.0,0.6,2.3,2.9,1.8,0.2,1.0,2.2,1.4,11.8
Danny Green,32,06/22/87,"New York, NY",North Carolina,10,e5cf89d43b87d7b8dd64f38e63824016,,https://a.espncdn.com/i/headshots/nba/players/full/3988.png,78.0,3988,14,Danny Green,SG,14634146.0,los-angeles-lakers,s:40~l:46~a:3988,215.0,681.0,605.0,25.4,3.2,7.5,42.4,1.9,4.7,40.2,0.7,0.9,81.0,0.6,2.9,3.5,1.6,0.8,1.0,1.8,1.0,8.9
Devontae Cacok,23,10/08/96,"Chicago, IL",North Carolina-Wilmington,0,ae24fc97c1310804219f512be79964d1,,https://a.espncdn.com/i/headshots/nba/players/full/3946974.png,80.0,3946974,12,Devontae Cacok,C,0.0,los-angeles-lakers,s:40~l:46~a:3946974,240.0,,,,,,,,,,,,,,,,,,,,,
Dion Waiters,28,12/10/91,"Philadelphia, PA",Syracuse,7,35a9085089fc0af37a037a2523b6db7a,,https://a.espncdn.com/i/headshots/nba/players/full/6628.png,75.0,6628,18,Dion Waiters,SG,375385.0,los-angeles-lakers,s:40~l:46~a:6628,210.0,412.0,211.0,28.3,5.0,12.2,41.2,1.4,4.0,34.8,1.7,2.5,69.2,0.4,2.3,2.7,2.8,0.3,0.9,1.9,1.8,13.2
Dwight Howard,34,12/08/85,"Atlanta, GA",,15,3532d110b6c41d6be11685a7fbbee2de,,https://a.espncdn.com/i/headshots/nba/players/full/2384.png,82.0,2384,39,Dwight Howard,C,1620564.0,los-angeles-lakers,s:40~l:46~a:2384,265.0,1106.0,1045.0,33.6,6.1,10.4,58.6,0.0,0.1,13.2,4.6,8.2,56.5,3.5,8.9,12.3,1.4,1.9,0.9,3.2,2.8,16.8
JaVale McGee,32,01/19/88,"Flint, MI",Nevada,11,98d52496d7a19d8dd9a8bbd1fc5e362d,,https://a.espncdn.com/i/headshots/nba/players/full/3452.png,84.0,3452,7,JaVale McGee,C,4000000.0,los-angeles-lakers,s:40~l:46~a:3452,270.0,694.0,310.0,17.3,3.4,5.9,57.5,0.0,0.0,15.2,1.1,1.9,59.2,1.9,3.3,5.1,0.4,1.5,0.4,2.2,1.0,7.9
Jared Dudley,34,07/10/85,"San Diego, CA",Boston College,12,b3b419ab29c21f89a2d31526beb6988e,,https://a.espncdn.com/i/headshots/nba/players/full/3201.png,78.0,3201,10,Jared Dudley,SF,1620564.0,los-angeles-lakers,s:40~l:46~a:3201,237.0,887.0,286.0,22.5,2.7,5.8,46.4,1.0,2.5,39.4,1.1,1.4,73.2,0.9,2.3,3.2,1.6,0.2,0.8,1.8,0.9,7.5
Kostas Antetokounmpo,22,11/20/97,Greece,Dayton,1,d2048eab0be106918b3dc1abfac22978,,https://a.espncdn.com/i/headshots/nba/players/full/4066490.png,82.0,4066490,37,Kostas Antetokounmpo,PF,0.0,los-angeles-lakers,s:40~l:46~a:4066490,200.0,5.0,0.0,3.2,0.0,0.6,0.0,0.0,0.0,0.0,0.4,0.8,50.0,0.0,0.4,0.4,0.2,0.0,0.4,0.0,0.2,0.4
Kyle Kuzma,24,07/24/95,"Flint, MI",Utah,2,6fe27ee9be2b9dddd75f18675e177915,,https://a.espncdn.com/i/headshots/nba/players/full/3134907.png,80.0,3134907,0,Kyle Kuzma,PF,1974600.0,los-angeles-lakers,s:40~l:46~a:3134907,221.0,201.0,112.0,30.1,6.1,13.5,44.9,1.8,5.4,32.7,2.1,2.9,73.3,1.0,4.5,5.5,1.9,0.4,0.6,2.2,1.8,16.0
LeBron James,35,12/30/84,"Akron, OH",,16,1f6592b3ff53d3218dc56038d48c1786,,https://a.espncdn.com/i/headshots/nba/players/full/1966.png,81.0,1966,23,LeBron James,SF,37436858.0,los-angeles-lakers,s:40~l:46~a:1966,250.0,1258.0,1257.0,38.4,9.9,19.6,50.4,1.5,4.3,34.4,5.9,8.0,73.5,1.2,6.2,7.4,7.4,0.8,1.6,1.8,3.5,27.1
Markieff Morris,30,09/02/89,"Philadelphia, PA",Kansas,8,bb14f49433879cb5bd8f175ec15546a2,,https://a.espncdn.com/i/headshots/nba/players/full/6461.png,80.0,6461,88,Markieff Morris,PF,1750000.0,los-angeles-lakers,s:40~l:46~a:6461,245.0,631.0,347.0,25.6,4.4,9.9,44.8,0.8,2.4,34.4,1.8,2.3,77.8,1.3,4.1,5.4,1.7,0.6,0.9,2.9,1.6,11.5
Quinn Cook,27,03/23/93,"Washington, DC",Duke,3,6d692120d83f0c85e417de4733d738e2,,https://a.espncdn.com/i/headshots/nba/players/full/2566745.png,73.0,2566745,28,Quinn Cook,PG,3000000.0,los-angeles-lakers,s:40~l:46~a:2566745,180.0,159.0,28.0,15.1,2.7,5.8,46.8,1.0,2.5,41.2,0.3,0.4,76.9,0.3,1.5,1.8,1.7,0.0,0.3,1.2,0.8,6.8
Rajon Rondo,34,02/22/86,"Louisville, KY",Kentucky,13,42b2f3db1c21dcb5f3584c91d74b4ffd,,https://a.espncdn.com/i/headshots/nba/players/full/3026.png,73.0,3026,9,Rajon Rondo,PG,2564753.0,los-angeles-lakers,s:40~l:46~a:3026,180.0,873.0,729.0,31.0,4.3,9.3,45.8,0.4,1.4,31.6,1.2,2.0,60.6,1.0,3.7,4.7,8.3,0.1,1.7,2.2,2.8,10.2
Aron Baynes,33,12/09/86,New Zealand,Washington State,7,e13c65978f551b2168dd677c0182c52d,,https://a.espncdn.com/i/headshots/nba/players/full/2968439.png,82.0,2968439,46,Aron Baynes,C,5453280.0,phoenix-suns,s:40~l:46~a:2968439,260.0,469.0,137.0,15.8,2.4,4.8,49.5,0.2,0.5,32.7,1.0,1.3,80.0,1.5,3.0,4.5,0.8,0.5,0.2,2.2,0.9,6.0
Cameron Johnson,24,03/03/96,"Moon Township, PA",North Carolina,0,52d9a7a40beea926a5fdf2ecb96eaa95,,https://a.espncdn.com/i/headshots/nba/players/full/3138196.png,80.0,3138196,23,Cameron Johnson,SF,4033440.0,phoenix-suns,s:40~l:46~a:3138196,210.0,49.0,1.0,20.3,2.8,6.6,41.8,1.9,4.7,39.7,0.7,0.9,76.1,0.8,2.1,2.9,1.1,0.3,0.6,1.5,0.6,8.1
Cheick Diallo,23,09/13/96,Mali,Kansas,3,380c5a1a5160c65866d2f1134b7841ad,,https://a.espncdn.com/i/headshots/nba/players/full/3919335.png,80.0,3919335,14,Cheick Diallo,PF,1678854.0,phoenix-suns,s:40~l:46~a:3919335,219.0,177.0,3.0,12.1,2.2,3.7,59.8,0.0,0.0,33.3,0.8,1.1,77.0,1.0,3.2,4.2,0.4,0.4,0.3,1.5,0.6,5.3
Dario Saric,25,04/08/94,Croatia,,3,ec510d5f3cb7033bef466f3f331f0710,,https://a.espncdn.com/i/headshots/nba/players/full/3032978.png,82.0,3032978,20,Dario Saric,PF,3481986.0,phoenix-suns,s:40~l:46~a:3032978,225.0,298.0,200.0,26.5,4.4,10.0,43.7,1.5,4.3,35.6,1.9,2.3,83.5,1.6,4.5,6.2,2.1,0.2,0.6,2.1,1.7,12.2
Deandre Ayton,21,07/23/98,Bahamas,Arizona,1,9af41ea8a24c025fa63f8263fbf0ca66,,https://a.espncdn.com/i/headshots/nba/players/full/4278129.png,83.0,4278129,22,Deandre Ayton,C,9562920.0,phoenix-suns,s:40~l:46~a:4278129,250.0,101.0,95.0,31.5,7.6,13.2,57.2,0.0,0.1,0.0,2.0,2.6,75.3,3.4,7.4,10.8,1.8,1.2,0.8,3.0,2.0,17.1
Devin Booker,23,10/30/96,"Grand Rapids, MI",Kentucky,4,493046d7fa60d8a11397b9a6dca8dedf,L,https://a.espncdn.com/i/headshots/nba/players/full/3136193.png,77.0,3136193,1,Devin Booker,SG,27285000.0,phoenix-suns,s:40~l:46~a:3136193,206.0,334.0,309.0,33.5,7.7,17.1,44.7,2.0,5.5,35.5,5.0,5.8,86.8,0.5,3.1,3.6,4.7,0.3,0.8,3.1,3.3,22.3
Elie Okobo,22,10/23/97,France,,1,d27daeb970c9aed53be4f3ba2a98c9b5,R,https://a.espncdn.com/i/headshots/nba/players/full/4230550.png,75.0,4230550,2,Elie Okobo,SF,1416852.0,phoenix-suns,s:40~l:46~a:4230550,190.0,107.0,19.0,15.6,1.7,4.4,39.5,0.6,1.9,31.5,0.8,1.1,72.8,0.3,1.5,1.7,2.2,0.1,0.5,1.5,1.0,4.9
Frank Kaminsky,26,04/04/93,"Lisle, IL",Wisconsin,4,f9dd05361090a62cfa77ae7a119a8e88,,https://a.espncdn.com/i/headshots/nba/players/full/2579294.png,84.0,2579294,8,Frank Kaminsky,C,4767000.0,phoenix-suns,s:40~l:46~a:2579294,240.0,314.0,36.0,22.2,3.5,8.3,42.3,1.2,3.4,34.9,1.7,2.2,74.9,0.8,3.3,4.1,1.7,0.4,0.5,1.6,0.9,9.9
Jalen Lecque,19,06/13/00,"Manhattan, NY",,0,cb3b4575da6f16c81bf391198c153726,,https://a.espncdn.com/i/headshots/nba/players/full/4423887.png,76.0,4423887,0,Jalen Lecque,PG,898310.0,phoenix-suns,s:40~l:46~a:4423887,185.0,4.0,0.0,6.5,1.0,2.5,40.0,0.0,1.0,0.0,0.5,0.5,100.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.3,2.5
Jevon Carter,24,09/14/95,"Oak Park, IL",West Virginia,1,9f154251b367bd8c394aad9175f30518,,https://a.espncdn.com/i/headshots/nba/players/full/3133635.png,73.0,3133635,4,Jevon Carter,PG,1416852.0,phoenix-suns,s:40~l:46~a:3133635,200.0,89.0,5.0,15.0,1.6,4.4,35.4,0.9,2.5,36.5,0.5,0.6,82.5,0.4,1.4,1.8,1.5,0.3,0.7,1.5,0.7,4.5
Mikal Bridges,23,08/30/96,"Philadelphia, PA",Villanova,1,cb79ebc7b282824752967b803d2cbc9e,,https://a.espncdn.com/i/headshots/nba/players/full/3147657.png,78.0,3147657,25,Mikal Bridges,SF,4161000.0,phoenix-suns,s:40~l:46~a:3147657,209.0,147.0,80.0,28.5,3.1,6.6,46.6,1.1,3.2,34.1,1.3,1.5,82.5,0.8,2.8,3.6,2.0,0.5,1.5,2.3,0.9,8.5
Ricky Rubio,29,10/21/90,Spain,,8,0256cef5f8a76e8a7c1f0400129dd4dd,,https://a.espncdn.com/i/headshots/nba/players/full/4011.png,75.0,4011,11,Ricky Rubio,PG,16200000.0,phoenix-suns,s:40~l:46~a:4011,190.0,555.0,534.0,30.9,3.7,9.4,39.1,0.9,2.7,32.6,3.1,3.7,84.0,0.7,3.6,4.2,7.8,0.1,1.9,2.6,2.7,11.3
Tariq Owens,24,06/30/95,,Texas Tech,0,601ed977e05c69347217245d5ce23439,,https://a.espncdn.com/i/headshots/nba/players/full/3149059.png,82.0,3149059,41,Tariq Owens,F,0.0,phoenix-suns,s:40~l:46~a:3149059,205.0,3.0,0.0,5.0,0.3,1.7,20.0,0.0,0.7,0.0,0.7,0.7,100.0,0.7,0.3,1.0,0.0,0.0,0.3,0.3,0.0,1.3
Ty Jerome,22,07/08/97,"New York, NY",Virginia,0,c310575489ce50553b1b61c45e7ce40a,,https://a.espncdn.com/i/headshots/nba/players/full/4065733.png,77.0,4065733,10,Ty Jerome,SG,2193480.0,phoenix-suns,s:40~l:46~a:4065733,195.0,28.0,0.0,11.3,1.3,3.8,34.9,0.5,1.7,27.7,0.4,0.5,78.6,0.2,1.3,1.5,1.5,0.1,0.5,1.0,0.6,3.5
Alex Len,26,06/16/93,Ukraine,Maryland,6,56df8855ab0a659aeed2ccb77a2b77f7,,https://a.espncdn.com/i/headshots/nba/players/full/2596107.png,84.0,2596107,25,Alex Len,C,4160000.0,sacramento-kings,s:40~l:46~a:2596107,250.0,461.0,180.0,19.7,3.1,6.2,49.5,0.2,0.6,33.0,1.7,2.4,69.0,2.0,4.2,6.3,0.9,1.0,0.4,2.7,1.2,8.0
Bogdan Bogdanovic,27,08/18/92,,,2,db759921c2d428def1eb66f1c0aa708f,,https://a.espncdn.com/i/headshots/nba/players/full/3037789.png,78.0,3037789,8,Bogdan Bogdanovic,SG,8529386.0,sacramento-kings,s:40~l:46~a:3037789,220.0,201.0,89.0,28.0,4.9,11.3,43.2,2.0,5.4,37.0,1.5,1.9,80.3,0.4,2.7,3.2,3.5,0.2,1.0,2.1,1.6,13.3
Buddy Hield,27,12/17/92,Bahamas,Oklahoma,3,2ca1d65c40ac444090348a6c954e876c,,https://a.espncdn.com/i/headshots/nba/players/full/2990984.png,76.0,2990984,24,Buddy Hield,SG,4861208.0,sacramento-kings,s:40~l:46~a:2990984,220.0,308.0,194.0,27.8,5.9,13.4,44.2,2.7,6.7,41.1,1.4,1.6,86.9,0.8,3.4,4.2,2.2,0.3,0.8,2.0,1.7,15.9
Cory Joseph,28,08/20/91,"Toronto, ON",Texas,8,c8370b0d572a40348738f981c19cd657,,https://a.espncdn.com/i/headshots/nba/players/full/6446.png,75.0,6446,9,Cory Joseph,PG,12000000.0,sacramento-kings,s:40~l:46~a:6446,200.0,592.0,117.0,21.8,2.7,6.1,44.1,0.5,1.4,33.1,1.0,1.3,76.6,0.5,2.1,2.6,2.9,0.2,0.8,1.5,1.0,6.9
DaQuan Jeffries,22,08/30/97,,Tulsa,0,7dd2d924841d8411b7e1359bdbb3f310,,https://a.espncdn.com/i/headshots/nba/players/full/3913220.png,77.0,3913220,19,DaQuan Jeffries,SG,0.0,sacramento-kings,s:40~l:46~a:3913220,230.0,6.0,0.0,3.2,0.5,1.2,42.9,0.2,0.7,25.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.0,0.2,0.5,0.0,1.2
Harrison Barnes,27,05/30/92,"Ames, IA",North Carolina,7,2a44393ff19d019efc9a3153d1ff0197,,https://a.espncdn.com/i/headshots/nba/players/full/6578.png,80.0,6578,40,Harrison Barnes,SF,24147727.0,sacramento-kings,s:40~l:46~a:6578,225.0,604.0,543.0,31.2,5.1,11.3,44.7,1.2,3.3,37.5,2.3,2.9,79.6,1.0,3.9,4.9,1.6,0.2,0.7,1.7,1.2,13.7
Jabari Parker,25,03/15/95,"Chicago, IL",Duke,5,5ed9bd98c83f2f8ecf16f243c39fb2f6,,https://a.espncdn.com/i/headshots/nba/players/full/3056600.png,80.0,3056600,33,Jabari Parker,PF,6500000.0,sacramento-kings,s:40~l:46~a:3056600,245.0,280.0,190.0,29.3,6.1,12.3,49.2,0.7,2.2,32.4,2.2,2.9,73.9,1.5,4.2,5.8,2.1,0.4,0.9,2.1,1.8,15.0
Justin James,23,01/24/97,,Wyoming,0,e385c21e8e742262292fc21e5d262259,,https://a.espncdn.com/i/headshots/nba/players/full/3914058.png,79.0,3914058,10,Justin James,SG,898310.0,sacramento-kings,s:40~l:46~a:3914058,190.0,34.0,0.0,6.4,1.0,2.3,42.3,0.3,0.8,34.6,0.3,0.6,47.6,0.2,0.7,0.9,0.5,0.3,0.2,0.5,0.2,2.5
Kent Bazemore,30,07/01/89,"Kelford, NC",Old Dominion,7,1b9fcc3b945fa8c17aa9a72b5dab4fa5,,https://a.espncdn.com/i/headshots/nba/players/full/6637.png,76.0,6637,26,Kent Bazemore,SG,19269662.0,sacramento-kings,s:40~l:46~a:6637,195.0,547.0,278.0,21.2,3.1,7.5,41.3,1.1,3.0,35.0,1.4,2.0,72.6,0.4,2.9,3.2,1.8,0.5,1.0,2.0,1.5,8.7
Kyle Guy,22,08/11/97,"Indianapolis, IN",Virginia,0,d169f2614076176786ed2fc481fd4138,,https://a.espncdn.com/i/headshots/nba/players/full/4065730.png,73.0,4065730,7,Kyle Guy,SG,0.0,sacramento-kings,s:40~l:46~a:4065730,167.0,2.0,0.0,2.0,0.5,1.0,50.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Nemanja Bjelica,31,05/09/88,Yugoslavia,,4,d2db86df2f09c977b5fe4941e20acd59,,https://a.espncdn.com/i/headshots/nba/players/full/4269.png,82.0,4269,88,Nemanja Bjelica,PF,6825000.0,sacramento-kings,s:40~l:46~a:4269,234.0,333.0,153.0,21.8,3.0,6.5,46.5,1.2,3.1,39.3,0.8,1.0,77.0,1.2,3.6,4.8,1.7,0.4,0.7,2.5,1.0,8.0
Richaun Holmes,26,10/15/93,"Lockport, IL",Bowling Green,4,a98f1dec06a1b68a4ea37d59f7f78e62,,https://a.espncdn.com/i/headshots/nba/players/full/2993370.png,82.0,2993370,22,Richaun Holmes,C,4767000.0,sacramento-kings,s:40~l:46~a:2993370,235.0,265.0,57.0,18.7,3.4,5.9,58.4,0.1,0.6,25.7,1.4,1.9,72.4,1.7,3.3,5.0,0.9,1.0,0.6,2.5,0.8,8.4
Yogi Ferrell,26,05/09/93,"Indianapolis, IN",Indiana,3,01a71984009a87505a1a6f1fadfb3e45,B,https://a.espncdn.com/i/headshots/nba/players/full/2991018.png,72.0,2991018,3,Yogi Ferrell,PG,3150000.0,sacramento-kings,s:40~l:46~a:2991018,178.0,243.0,53.0,20.7,2.8,6.8,42.0,1.1,3.1,36.5,1.0,1.2,83.8,0.3,1.9,2.1,2.3,0.1,0.6,1.4,0.9,7.8
Antonius Cleveland,26,02/02/94,"Memphis, TN",Southeast Missouri State,1,f99b2b1c29754491d2c10c1e5c4c3f50,B,https://a.espncdn.com/i/headshots/nba/players/full/3064237.png,77.0,3064237,3,Antonius Cleveland,SG,0.0,dallas-mavericks,s:40~l:46~a:3064237,195.0,23.0,0.0,6.3,0.4,1.2,37.0,0.1,0.2,60.0,0.2,0.3,62.5,0.1,0.6,0.7,0.1,0.3,0.3,1.1,0.3,1.2
Boban Marjanovic,31,08/15/88,,,4,f8a8f558d16ab6698518c00aef5f4847,,https://a.espncdn.com/i/headshots/nba/players/full/4376.png,88.0,4376,51,Boban Marjanovic,C,3500000.0,dallas-mavericks,s:40~l:46~a:4376,290.0,223.0,19.0,9.7,2.3,4.0,57.7,0.0,0.1,32.0,1.5,2.0,77.2,1.4,2.6,4.0,0.5,0.4,0.2,1.2,0.7,6.2
Courtney Lee,34,10/03/85,"Indianapolis, IN",Western Kentucky,11,4f42e0e77cfaa56baf973f5a9606d2b2,L,https://a.espncdn.com/i/headshots/nba/players/full/3445.png,77.0,3445,1,Courtney Lee,SG,12759670.0,dallas-mavericks,s:40~l:46~a:3445,215.0,811.0,518.0,27.1,3.7,8.1,45.1,1.1,2.8,38.8,1.2,1.4,85.3,0.4,2.2,2.6,1.7,0.3,1.0,1.7,0.9,9.6
Delon Wright,27,04/26/92,"Los Angeles, CA",Utah,4,e2af91fa9c9ae951e887434ac068187b,,https://a.espncdn.com/i/headshots/nba/players/full/3064447.png,77.0,3064447,55,Delon Wright,PG,9473684.0,dallas-mavericks,s:40~l:46~a:3064447,185.0,263.0,23.0,19.8,2.7,6.0,45.1,0.6,1.8,34.5,1.3,1.7,79.4,0.8,2.3,3.1,2.9,0.4,1.0,1.2,1.0,7.4
Dwight Powell,28,07/20/91,"Toronto, ON",Stanford,5,c18853c26b2f5060a8708eb770b4b881,,https://a.espncdn.com/i/headshots/nba/players/full/2531367.png,82.0,2531367,7,Dwight Powell,C,10259375.0,dallas-mavericks,s:40~l:46~a:2531367,240.0,371.0,88.0,18.7,2.9,5.1,56.3,0.3,0.9,29.3,1.7,2.3,73.9,1.5,3.1,4.6,1.0,0.5,0.7,2.1,0.7,7.7
Jalen Brunson,23,08/31/96,"New Brunswick, NJ",Villanova,1,89519c75cf8a38e71151b6247a2d4535,,https://a.espncdn.com/i/headshots/nba/players/full/3934672.png,73.0,3934672,13,Jalen Brunson,PG,1416852.0,dallas-mavericks,s:40~l:46~a:3934672,190.0,130.0,54.0,20.1,3.4,7.3,46.7,0.8,2.3,35.2,1.1,1.5,75.9,0.4,2.0,2.3,3.2,0.1,0.5,1.5,1.2,8.8
Josh Reaves,22,06/04/97,"Fairfax, VA",Penn State,0,eabd81a667d5e78ea4eca17c5701014f,,https://a.espncdn.com/i/headshots/nba/players/full/3912278.png,76.0,3912278,23,Josh Reaves,SG,0.0,dallas-mavericks,s:40~l:46~a:3912278,214.0,2.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Justin Jackson,25,03/28/95,"Houston, TX",North Carolina,2,ea5f207a6b56696ed6ae13cd5d9a7072,,https://a.espncdn.com/i/headshots/nba/players/full/3138156.png,79.0,3138156,44,Justin Jackson,SF,3280920.0,dallas-mavericks,s:40~l:46~a:3138156,220.0,207.0,57.0,19.6,2.5,5.9,43.3,0.9,2.8,32.5,0.6,0.8,78.0,0.5,2.1,2.6,1.1,0.2,0.3,1.1,0.4,6.6
Kristaps Porzingis,24,08/02/95,Latvia,,3,a1f467e25304c8c1db2380fe313c3d7c,,https://a.espncdn.com/i/headshots/nba/players/full/3102531.png,87.0,3102531,6,Kristaps Porzingis,PF,27285000.0,dallas-mavericks,s:40~l:46~a:3102531,240.0,237.0,236.0,31.1,6.5,15.1,43.3,1.7,4.8,35.7,3.4,4.2,79.8,1.7,5.9,7.6,1.4,2.0,0.7,3.2,1.8,18.1
